url,total_clicks,unique_clicks,digest_num,publisher
https://foreignpolicy.com/2019/07/12/how-europe-can-save-whats-left-of-the-iran-nuclear-deal/,32,29,10,foreignpolicy.com
https://www.nytimes.com/2019/07/08/world/europe/iran-trump.html,15,14,10,nytimes.com
https://www.politico.eu/article/donald-trump-wants-to-talk-iran-isnt-interested-nuclear-deal/,14,13,10,politico.eu
https://www.thehindu.com/opinion/op-ed/talking-sanctions-endangering-peace/article28287389.ece,11,10,10,thehindu.com
https://www.jpost.com/Middle-East/Irans-nuclear-enrichment-game-Analysis-594968,10,9,10,jpost.com
https://www.theguardian.com/commentisfree/2019/jul/07/iran-bullying-trump-negotiations,10,8,10,theguardian.com
https://www.haaretz.com/middle-east-news/iran/iran-still-has-room-to-maneuver-but-trump-is-running-out-of-diplomatic-options-1.7454304,6,2,10,haaretz.com
https://www.bourseandbazaar.com/articles/2019/7/9/trump-administration-may-use-patriot-act-to-target-iran-humanitarian-trade,5,5,10,bourseandbazaar.com
https://www.theatlantic.com/politics/archive/2019/07/congressional-iran-hawks-push-kill-deal/593539/,5,5,10,theatlantic.com
https://www.nytimes.com/2019/07/04/world/middleeast/iran-us-zarif-nuclear-deal.html,4,4,10,nytimes.com
https://www.thehindu.com/news/international/why-has-iran-breached-the-limit-set-in-2015-on-its-enriched-uranium-stockpile/article28306251.ece,4,4,10,thehindu.com
http://www.middleeasteye.net/news/us-pushing-military-coalition-patrol-waters-gulf-region-top-general,4,2,10,middleeasteye.net
https://www.economist.com/middle-east-and-africa/2019/07/11/a-british-warship-stops-iran-seizing-an-oil-tanker,3,3,10,economist.com
http://www.tehrantimes.com/news/437952/Trump-s-zigzags-on-Iran-threaten-U-S-alliance-structure-Australian,2,2,10,tehrantimes.com
https://www.dawn.com/news/1492036,2,2,10,dawn.com
https://www.jpost.com/Opinion/Iran-breaks-its-nuclear-word-what-follows-595390,2,2,10,jpost.com
https://www.nytimes.com/2019/07/04/world/middleeast/iran-zarif-interview.html,2,2,10,nytimes.com
https://en.mehrnews.com/news/147409/Why-force-Iran-to-go-nuclear-when-there-s-a-peaceful-option,1,1,10,en.mehrnews.com
https://www.bloomberg.com/view/quicktake/irans-uranium-enrichment,1,1,10,bloomberg.com
https://www.wsj.com/articles/squeezed-by-u-s-sanctions-iran-shifts-from-patience-to-confrontation-11562270731,1,1,10,sj.com
https://beta.theglobeandmail.com/world/article-iran-passes-uranium-enrichment-cap-set-in-2015-nuclear-deal-official/,0,0,10,beta.theglobeandmail.com
https://www.bbc.com/news/world-middle-east-48900432,0,0,10,bbc.com
https://www.nytimes.com/2019/07/08/opinion/iran-trump.html,0,0,10,nytimes.com
https://www.wsj.com/articles/three-iranian-vessels-tried-to-block-u-k-ship-from-passing-through-strait-of-hormuz-11562822874,0,0,10,sj.com
https://www.washingtonexaminer.com/news/special-relationship-will-boris-make-britain-great-again,72,55,11,ashingtonexaminer.com
http://theconversation.com/what-machiavelli-can-teach-us-about-boris-johnson-and-jeremy-hunt-120441,42,39,11,theconversation.com
https://www.newstatesman.com/politics/uk/2019/07/what-wrong-us,26,23,11,newstatesman.com
https://www.gq-magazine.co.uk/article/carrie-symonds-boris-johnson,25,22,11,gq-magazine.co.uk
https://qz.com/1667327/why-boris-johnson-will-become-the-next-uk-prime-minister/,24,17,11,qz.com
http://www.theguardian.com/politics/2019/jul/15/laughter-lies-boris-johnson-journey-journalist-mp,21,17,11,theguardian.com
https://www.nytimes.com/2019/07/17/books/boris-johnson-72-virgins.html,18,17,11,nytimes.com
https://www.irishtimes.com/culture/books/boris-johnson-and-his-72-virgins-novel-what-we-can-learn-from-his-terrible-novel-1.3960456,12,11,11,irishtimes.com
https://www.independent.ie/opinion/columnists/ian-odoherty/ian-odoherty-as-the-tories-lose-their-grip-on-reality-the-sinking-brexit-ship-threatens-to-take-us-all-down-with-it-38250541.html,11,9,11,independent.ie
https://www.ft.com/content/96e1c0e4-a23b-11e9-a282-2df48f366f7d,10,8,11,ft.com
