,URL,Total_clicks,Unique_clicks,Digest_num,Ranking
246,https://www.ft.com/content/dba7f43a-eb26-11e9-a240-3b065ef5fc55,1,1,23,15
247,https://www.telegraph.co.uk/news/2019/10/10/boy-12-among-casualties-turkey-intensifies-assault-kurds-northern/,1,1,23,12
248,https://www.timesofisrael.com/europeans-on-un-security-council-demand-turkey-halt-syria-offensive/,1,1,23,18
249,https://www.washingtonpost.com/world/middle_east/turkey-rejectstrumps-threats-amid-conflicting-us-signals-over-syria-offensive/2019/10/08/a86d3096-e93a-11e9-a329-7378fbfa1b63_story.html,1,1,23,10
250,https://www.theatlantic.com/ideas/archive/2019/08/trump-defects-autocrats/596518/,43,41,16,9
251,http://www.theguardian.com/commentisfree/2019/aug/21/britain-italy-politically-bankrupt-salvini-boris-johnson,31,28,16,2
252,https://www.bloomberg.com/news/articles/2019-08-22/seeking-soul-mates-for-trump-in-biarritz,31,28,16,1
253,https://www.spiegel.de/international/germany/inside-the-breakdown-of-ties-between-germany-and-the-u-s-a-1282295.html,23,21,16,4
254,https://www.politico.eu/article/macrons-masterplan-for-trump-the-universe-and-everything/,20,17,16,15
255,https://www.bloomberg.com/graphics/2019-europe-us-reliance/,16,13,16,12
256,https://www.bloomberg.com/news/articles/2019-08-21/g7-summit-boris-johnson-needs-something-from-everyone,13,11,16,17
257,https://time.com/5658666/boris-johnson-g7-summit-2019/,11,11,16,6
258,https://www.independent.co.uk/voices/iran-nuclear-deal-g7-summit-biarritz-trump-gibraltar-a9071221.html,9,9,16,25
259,https://www.washingtonpost.com/world/2019/08/22/why-russias-relationship-with-g-collapsed/,9,8,16,5
260,https://insidestory.org.au/brexitannia-on-edge/,9,8,16,10
261,https://edition.cnn.com/2019/08/23/politics/donald-trump-diplomacy-g7-summit-economy/index.html,7,6,16,22
262,https://www.bloomberg.com/news/articles/2019-08-22/multilateralism-is-dead-long-live-the-g-7,5,5,16,7
263,https://www.bloomberg.com/news/features/2019-08-20/g7-summit-trump-is-coming-for-europe-s-most-important-alliance,5,5,16,13
264,https://www.irishtimes.com/news/world/europe/johnson-welcomes-blistering-30-day-brexit-talks-target-at-merkel-meeting-1.3992795,5,4,16,24
265,https://www.ft.com/content/66cc66b6-c45f-11e9-a8e9-296ca66511c9,5,5,16,16
266,https://www.npr.org/2019/08/21/753027363/trump-says-russia-should-be-allowed-into-g-7-moscow-wants-talks-to-continue,4,3,16,3
267,https://www.japantimes.co.jp/news/2019/08/22/world/trumps-snub-denmark-greenland-shows-disregard-model-u-s-ally/#.XV-3gegzaUk,3,3,16,23
268,https://www.scmp.com/news/world/europe/article/3023610/g7-club-braces-donald-trump-and-big-time-debut-britains-trump,3,3,16,8
269,https://www.reuters.com/article/us-g7-summit-preview/g7-or-g5-trump-and-johnson-add-unpredictability-to-french-summit-idUSKCN1VB16H,2,2,16,19
270,https://www.ft.com/content/37837c52-c345-11e9-ae6e-a26d1d0455f4,1,1,16,11
271,https://www.axios.com/trump-russia-should-rejoin-the-g-7-to-become-g-8-1df54258-0278-49a6-81ac-2e87a71092ad.html,1,1,16,14
272,https://www.independent.ie/business/brexit/merkel-vows-to-keep-backstop-in-headtohead-with-johnson-38422284.html,1,1,16,20
273,https://gulfnews.com/opinion/op-eds/how-johnson-can-stamp-his-mark-on-g7-1.65944234,0,0,16,21
274,https://www.thehindu.com/news/international/donald-trump-says-he-will-discuss-kashmir-with-narendra-modi-at-g7-summit/article29186695.ece,0,0,16,18
275,https://www.washingtonexaminer.com/news/special-relationship-will-boris-make-britain-great-again,72,55,11,1
276,http://theconversation.com/what-machiavelli-can-teach-us-about-boris-johnson-and-jeremy-hunt-120441,42,39,11,3
277,https://www.newstatesman.com/politics/uk/2019/07/what-wrong-us,26,23,11,4
278,https://www.gq-magazine.co.uk/article/carrie-symonds-boris-johnson,25,22,11,2
279,https://qz.com/1667327/why-boris-johnson-will-become-the-next-uk-prime-minister/,24,17,11,6
280,http://www.theguardian.com/politics/2019/jul/15/laughter-lies-boris-johnson-journey-journalist-mp,21,17,11,5
281,https://www.nytimes.com/2019/07/17/books/boris-johnson-72-virgins.html,18,17,11,7
282,https://www.irishtimes.com/culture/books/boris-johnson-and-his-72-virgins-novel-what-we-can-learn-from-his-terrible-novel-1.3960456,12,11,11,23
283,https://www.independent.ie/opinion/columnists/ian-odoherty/ian-odoherty-as-the-tories-lose-their-grip-on-reality-the-sinking-brexit-ship-threatens-to-take-us-all-down-with-it-38250541.html,11,9,11,22
284,https://www.ft.com/content/96e1c0e4-a23b-11e9-a282-2df48f366f7d,10,8,11,10
285,https://www.ft.com/content/ae03a4c6-a72d-11e9-984c-fac8325aaa04,8,6,11,8
286,http://www.theguardian.com/politics/2019/jul/15/oxford-union-president-boris-johnson-neil-sherlock,8,8,11,13
287,https://www.politico.eu/article/tory-leadership-love-in-creates-more-warmth-than-light/,7,5,11,25
288,http://www.theguardian.com/politics/2019/jul/16/total-chaos-boris-johnson-london-mayor,7,7,11,16
289,https://www.yorkshirepost.co.uk/news/opinion/columnists/why-boris-johnson-has-just-100-days-to-prove-himself-over-brexit-gp-taylor-1-9881075,5,5,11,24
290,https://www.afr.com/news/world/europe/pm-boris-trumpism-with-british-characteristics-20190719-p528nk,4,4,11,14
291,https://www.scotsman.com/news/opinion/columnists/here-s-how-you-can-say-no-to-boris-yes-to-europe-stephen-gethins-1-4964928,4,4,11,19
292,https://www.nytimes.com/2019/07/12/world/europe/conservative-leadership-race.html,3,3,11,11
293,http://www.theguardian.com/commentisfree/2019/jul/12/britain-prime-minister-jeremy-hunt-boris-johnson-tory-members-brexit,3,3,11,12
294,https://www.thetimes.co.uk/article/the-strange-case-of-boris-may-t0fgjkjlm,3,3,11,17
295,https://www.theweek.co.uk/brexit/102290/boris-johnson-and-jeremy-hunt-s-plans-for-immigration-after-brexit,3,3,11,9
296,https://www.independent.co.uk/voices/boris-johnson-brexit-deadline-whitehall-optimism-debate-hunt-a8998556.html,3,3,11,20
297,https://www.yorkshirepost.co.uk/news/opinion/columnists/left-wing-parties-must-join-forces-to-fight-likely-prospect-of-boris-johnson-nigel-farage-electoral-pact-david-blunkett-1-9874880,2,1,11,15
298,https://www.newstatesman.com/politics/uk/2019/07/johnson-train-leaving-station-and-tory-mps-have-decided-it-s-better-be-it-under,0,0,11,21
299,https://www.telegraph.co.uk/news/2019/07/17/boris-johnson-lines-hardline-eurosceptic-daniel-moylan-lead/,0,0,11,18
300,https://www.politico.eu/article/donald-trump-was-mike-pompeo-ticket-to-power-then-he-got-burned-by-ukraine/,88,80,22,1
301,https://www.washingtonpost.com/world/national-security/the-gas-tycoon-and-the-vice-presidents-son-the-story-of-hunter-bidens-foray-in-ukraine/2019/09/28/1aadff70-dfd9-11e9-8fd3-d943b4ed57e0_story.html,33,29,22,15
302,https://www.theatlantic.com/politics/archive/2019/10/clinton-impeachment-white-house/599104/,31,24,22,2
303,https://www.nytimes.com/2019/10/01/magazine/rachel-maddow-trump.html,30,28,22,9
304,https://www.vox.com/policy-and-politics/2019/9/26/20885174/trump-ukraine-transcript-whistleblower-complaint,20,20,22,3
305,https://www.washingtonpost.com/politics/joe-biden-faces-the-trump-fusillade-are-he-and-his-campaign-up-to-it/2019/09/28/3c30dfaa-e164-11e9-8dc8-498eabc129a0_story.html,9,8,22,4
306,https://fivethirtyeight.com/features/how-could-impeachment-affect-the-democratic-primary/,8,8,22,12
307,https://foreignpolicy.com/2019/10/02/the-tyrannical-mr-trump-authoritarian-impeachment-constitutional-crisis/,6,6,22,21
308,https://www.theatlantic.com/education/archive/2019/10/how-time-kids-covers-impeachment/599167/,5,5,22,11
309,https://www.washingtonpost.com/opinions/2019/10/02/trump-has-placed-himself-above-law-his-latest-eruption-confirms-it/,5,5,22,10
310,https://www.businessinsider.com/rudy-giuliani-trump-ukraine-whistleblower-scandal-2019-9,4,4,22,13
311,https://www.theatlantic.com/ideas/archive/2019/10/trump-wants-raise-cost-holding-him-account/599278/,4,4,22,20
312,https://www.newyorker.com/news/dispatch/a-ukrainian-push-for-a-white-house-visit-gave-trump-leverage-over-volodymyr-zelensky,3,3,22,24
313,https://www.thedailybeast.com/mike-pompeo-grapples-for-ways-to-outlast-hurricane-rudy,3,3,22,19
314,https://www.politico.eu/article/us-speaker-of-the-house-nancy-pelosi-long-road-to-impeachment-president-donald-trump/,3,3,22,16
315,https://www.cjr.org/public_editor/ukraine-whistleblower-msnbc-cnn-washington-post.php,2,2,22,22
316,https://www.npr.org/2019/10/03/766490646/diplomat-kurt-volker-caught-up-in-whirlwind-of-impeachment-inquiry,2,2,22,14
317,https://www.nytimes.com/2019/09/28/us/politics/how-a-shadow-foreign-policy-in-ukraine-prompted-impeachment-inquiry.html,2,2,22,5
318,https://www.washingtonpost.com/politics/pelosi-turns-to-schiff-to-lead-house-democrats-impeachment-inquiry-of-trump/2019/09/28/ed6c4608-e149-11e9-8dc8-498eabc129a0_story.html,2,2,22,8
319,https://thehill.com/homenews/house/463111-centrist-democrats-fret-over-impeachment-gamble,2,2,22,23
320,https://www.washingtonpost.com/national-security/justice-dept-rejected-investigation-of-trump-phone-call-just-weeks-after-it-began-examining-the-matter/2019/09/25/6f7977ce-dfb5-11e9-8dc8-498eabc129a0_story.html,2,2,22,7
321,http://www.theguardian.com/us-news/2019/sep/27/donald-trump-impeachment-inquiry-democrats-investigation,1,1,22,17
322,https://www.washingtonpost.com/world/national-security/in-gambit-for-trump-giuliani-engaged-parade-of-ukrainian-prosecutors/2019/09/26/4d3dc72e-e072-11e9-8fd3-d943b4ed57e0_story.html,1,1,22,18
323,https://www.nytimes.com/2019/10/03/us/politics/trump-ukraine.html,1,1,22,25
324,https://www.wsj.com/articles/pompeo-took-part-in-ukraine-call-official-says-11569865002?tesla=y,1,1,22,6
325,https://theintercept.com/2019/06/27/elizabeth-warren-profile/,49,38,8,1
326,https://www.businessinsider.com/kamala-harris-joe-biden-why-thats-so-bad-for-him-2019-6,49,46,8,4
327,http://nymag.com/intelligencer/2019/06/democratic-primary-debate-winners-losers-ranked-warren-orourke-castro.html,35,30,8,2
328,https://www.vox.com/2019/6/26/18760593/who-won-the-democratic-debate,17,15,8,5
329,https://www.vox.com/policy-and-politics/2019/6/28/18906744/democratic-debate-2019-miami-who-won,15,15,8,9
330,http://nymag.com/intelligencer/2019/06/democratic-debate-beto-booker-warren.html,13,11,8,10
331,https://www.theatlantic.com/ideas/archive/2019/06/joe-biden-vs-kamala-harris-bussing-and-race-issues/592912/,12,11,8,17
332,https://www.nytimes.com/2019/06/27/us/politics/kamala-harris-biden-debate.html,11,11,8,8
333,https://www.hollywoodreporter.com/news/critics-notebook-democratic-death-march-begins-1221350,10,10,8,13
334,https://www.vox.com/2019/6/26/18760656/democratic-debate-elizabeth-warren-won,9,8,8,3
335,https://www.nytimes.com/2019/06/27/us/politics/who-won-debate.html,8,6,8,15
336,https://www.haaretz.com/world-news/wires/1.7418971,6,6,8,25
337,https://www.washingtonpost.com/lifestyle/style/marianne-williamson-wont-make-you-feel-better-about-america-but-youll-feel-better-about-yourself/2019/06/26/26174e10-9372-11e9-aadb-74e6b2b46f6a_story.html,6,6,8,6
338,https://www.thedailybeast.com/inside-the-alternate-universe-of-2020s-first-spin-room,4,4,8,18
339,https://www.newyorker.com/news/our-columnists/at-the-democratic-debate-elizabeth-warrens-reformism-versus-trumps-moral-crisis,4,4,8,20
340,https://www.washingtonpost.com/politics/paloma/the-trailer/2019/06/27/the-trailer-assessing-10-candidates-on-last-night-s-stage-and-one-who-wasn-t/5d14139ea7a0a47d87c56eeb/,3,3,8,11
341,https://www.nytimes.com/2019/06/27/us/politics/debate-democrats-recap.html,3,3,8,7
342,https://www.thedailybeast.com/mitch-mcconnell-looms-over-first-democratic-debate,2,2,8,14
343,https://www.realclearpolitics.com/articles/2019/06/27/warren_and_progressivism_own_the_debates_first_night_140660.html,2,2,8,19
344,https://www.hollywoodreporter.com/news/critics-notebook-kamala-harris-prosecutes-joe-biden-democratic-debate-1221655,2,2,8,16
345,https://www.washingtonpost.com/politics/it-was-not-a-good-night-reviews-of-orourkes-debate-performance-show-perils-of-his-candidacy/2019/06/27/b5799414-98f9-11e9-830a-21b9b36b64ad_story.html,2,2,8,21
346,https://www.theglobeandmail.com/world/article-few-fireworks-little-focus-on-trump-in-first-debate-as-democrats-show/,1,1,8,22
347,https://www.theatlantic.com/ideas/archive/2019/06/first-democratic-debate-ignored-donald-trump/592699/,1,1,8,12
348,https://www.salon.com/2019/06/27/first-democratic-debate-elizabeth-warren-persists-but-julian-castro-is-the-star/,1,1,8,23
349,https://www.washingtonpost.com/politics/lesser-known-candidates-claw-for-the-spotlight-in-democratic-debate/2019/06/27/b469b6ae-9844-11e9-8d0a-5edd7e2025b1_story.html,0,0,8,24
350,https://www.csis.org/analysis/attack-saudi-arabia,73,65,20,2
351,https://www.marketbeat.com/articles/trump-us-locked-and-loaded-for-response-to-attack-on-saudis-2019-09-15/,30,26,20,1
352,https://www.washingtonpost.com/world/2019/09/17/billions-spent-us-weapons-didnt-protect-saudi-arabias-most-critical-oil-sites-crippling-attack/,22,20,20,20
353,https://foreignpolicy.com/2019/09/18/the-real-reason-trump-wont-attack-iran-saudi/,20,19,20,16
354,https://nationalinterest.org/feature/middle-east-mystery-theater-who-attacked-saudi-arabias-oil-supply-81036,9,8,20,4
355,https://www.washingtonpost.com/world/2019/09/20/standoff-with-iran-trump-is-reaping-what-he-sowed/,8,7,20,21
356,https://www.thedrive.com/the-war-zone/29864/everything-you-need-to-know-about-the-attacks-on-saudi-arabias-oil-facilities,7,7,20,6
357,https://blogs.wsj.com/moneybeat/2019/09/16/saudi-arabia-races-to-restore-output-energy-journal/,5,5,20,12
358,https://www.washingtonpost.com/world/2019/09/16/an-attack-saudi-oil-empire-clouds-trumps-possible-iran-meeting/,4,4,20,5
359,https://www.bloomberg.com/news/articles/2019-09-19/how-iran-is-holding-the-world-s-economy-hostage,4,4,20,3
360,https://www.economist.com/middle-east-and-africa/2019/09/19/a-strike-on-saudi-arabia-moves-a-shadowy-conflict-closer-to-open-war,3,3,20,25
361,https://www.rte.ie/brainstorm/2019/0918/1076675-the-road-to-a-possible-war-between-the-us-and-iran/,2,2,20,17
362,https://www.cnbc.com/2019/09/14/reuters-america-update-12-attacks-on-saudi-oil-facilities-knock-out-half-the-kingdoms-supply.html,2,2,20,9
363,http://www.middleeasteye.net/news/exclusive-iranian-drones-launched-iraq-carried-out-attacks-saudi-oil-plants,2,2,20,19
364,http://www.middleeasteye.net/news/trump-says-us-locked-and-loaded-potential-response-saudi-oil-attack,1,1,20,10
365,https://www.marketbeat.com/articles/oil-plant-attacks-show-aramcos-entanglement-with-saudi-govt-2019-09-15/,1,1,20,15
366,https://www.aljazeera.com/news/2019/09/saudi-oil-strikes-gulf-powder-keg-detonate-190916203611565.html,1,1,20,24
367,https://www.nation.co.ke/news/world/Trump-condemns-drone-attacks-Saudi-Aramco/1068-5273624-xq45r3/index.html,1,1,20,11
368,https://www.reuters.com/article/us-saudi-aramco-idUSKBN1W2184,1,1,20,14
369,https://www.telegraph.co.uk/politics/2019/09/16/western-capitals-need-come-coherent-strategy-keep-iran-control/,1,1,20,7
370,https://nationalinterest.org/blog/paul-pillar/trump-must-embrace-diplomacy-iran-81016,1,1,20,18
371,https://www.theglobeandmail.com/world/article-irans-supreme-leader-rules-out-talks-with-us-as-tensions-rise-in/,1,1,20,23
372,https://www.theweek.co.uk/103365/what-will-trump-s-substantially-increased-sanctions-on-iran-achieve,1,1,20,22
373,https://investingnews.com/daily/resource-investing/energy-investing/oil-investing/middle-eastern-oil-needs-more-risk-priced-in/,1,1,20,13
374,http://www.theguardian.com/world/2019/sep/18/saudi-oil-attack-rouhani-dismisses-us-claims-of-iran-role-as-slander,1,1,20,8
375,https://www.forbes.com/sites/thomasbrewster/2019/07/24/meet-the-face-behind-faceapp-rich-russian-yaroslav-goncharov/,68,64,12,1
376,https://www.theringer.com/tech/2019/7/18/20699513/face-app-phishing-old-picture-meme-privacy,33,27,12,2
377,https://www.nytimes.com/2019/07/24/style/faceapp-privacy-scare.html,18,18,12,3
378,https://www.wired.com/story/faceapp-privacy-backlash-facebook/,7,7,12,19
379,https://www.bloomberg.com/news/articles/2019-07-19/faceapp-is-it-safe-just-consider-how-much-more-google-knows,7,4,12,22
380,https://www.vox.com/the-goods/2019/7/17/20698271/faceapp-privacy-panic-russia-old-face-filter-app,6,6,12,4
381,https://www.forbes.com/sites/megangorman/2019/07/18/what-the-faceapp-trend-can-teach-you-about-saving-for-retirement/,6,4,12,18
382,https://www.nytimes.com/2019/07/18/opinion/faceapp-privacy.html,6,4,12,11
383,https://www.techradar.com/news/is-faceapp-safe-a-deeper-look-at-the-viral-hit,5,5,12,5
384,https://www.theatlantic.com/technology/archive/2019/07/faceapp-mess/594361/,5,5,12,9
385,https://www.theatlantic.com/ideas/archive/2019/07/faceapp-reveals-huge-holes-todays-privacy-laws/594358/,5,5,12,6
386,https://www.washingtonpost.com/opinions/2019/07/18/what-faceapp-freak-out-really-tells-us/,4,4,12,10
387,http://theconversation.com/faceapps-fine-print-means-you-effectively-cant-sue-them-unless-you-send-a-letter-to-their-russian-office-within-30-days-120658,4,4,12,25
388,http://nymag.com/intelligencer/2019/07/faceapp-theories-worry-democratic-politicians.html,3,3,12,17
389,https://www.forbes.com/sites/kalevleetaru/2019/07/19/academias-facial-recognition-datasets-illustrate-the-globalization-of-todays-data/,3,2,12,23
390,https://www.nytimes.com/2019/07/19/opinion/faceapp-privacy-russian.html,3,3,12,7
391,https://www.nytimes.com/2019/07/20/opinion/sunday/faceapp-aging-old.html,2,2,12,8
392,https://www.forbes.com/sites/thomasbrewster/2019/07/17/faceapp-is-the-russian-face-aging-app-a-danger-to-your-privacy/,2,2,12,12
393,https://www.businessinsider.com/faceapp-privacy-data-terms-service-russia-2019-7,2,2,12,15
394,https://www.slashgear.com/faceapp-privacy-we-still-recommend-you-delete-19584645/,1,1,12,16
395,https://www.cnet.com/news/faceapp-privacy-concerns/,1,1,12,20
396,https://www.wsj.com/articles/as-faceapp-goes-viral-so-do-concerns-about-privacy-russia-ties-11563485572?mod=searchresults&page=1&pos=1,1,1,12,21
397,https://www.stuff.co.nz/technology/apps/114321126/the-fact-and-fiction-of-faceapp,0,0,12,24
398,https://www.thedailybeast.com/is-faceapp-sending-my-photos-to-russia,0,0,12,13
399,https://techcrunch.com/2019/07/17/faceapp-gets-federal-attention-as-sen-schumer-raises-alarm-on-data-use/,0,0,12,14
400,https://www.economist.com/united-states/2019/07/09/donald-trump-risks-undoing-decades-of-nuclear-arms-control,53,44,10,1
401,https://foreignpolicy.com/2019/07/12/how-europe-can-save-whats-left-of-the-iran-nuclear-deal/,32,29,10,3
402,https://www.nytimes.com/2019/07/08/world/europe/iran-trump.html,15,14,10,2
403,https://www.politico.eu/article/donald-trump-wants-to-talk-iran-isnt-interested-nuclear-deal/,14,13,10,4
404,https://www.thehindu.com/opinion/op-ed/talking-sanctions-endangering-peace/article28287389.ece,11,10,10,15
405,https://www.jpost.com/Middle-East/Irans-nuclear-enrichment-game-Analysis-594968,10,9,10,6
406,https://www.theguardian.com/commentisfree/2019/jul/07/iran-bullying-trump-negotiations,10,8,10,10
407,https://www.haaretz.com/middle-east-news/iran/iran-still-has-room-to-maneuver-but-trump-is-running-out-of-diplomatic-options-1.7454304,6,2,10,16
408,https://www.theatlantic.com/politics/archive/2019/07/congressional-iran-hawks-push-kill-deal/593539/,5,5,10,8
409,https://www.bourseandbazaar.com/articles/2019/7/9/trump-administration-may-use-patriot-act-to-target-iran-humanitarian-trade,5,5,10,18
410,https://www.nytimes.com/2019/07/04/world/middleeast/iran-us-zarif-nuclear-deal.html,4,4,10,5
411,https://www.thehindu.com/news/international/why-has-iran-breached-the-limit-set-in-2015-on-its-enriched-uranium-stockpile/article28306251.ece,4,4,10,12
412,http://www.middleeasteye.net/news/us-pushing-military-coalition-patrol-waters-gulf-region-top-general,4,2,10,7
413,https://www.economist.com/middle-east-and-africa/2019/07/11/a-british-warship-stops-iran-seizing-an-oil-tanker,3,3,10,14
414,https://www.jpost.com/Opinion/Iran-breaks-its-nuclear-word-what-follows-595390,2,2,10,13
415,http://www.tehrantimes.com/news/437952/Trump-s-zigzags-on-Iran-threaten-U-S-alliance-structure-Australian,2,2,10,19
416,https://www.nytimes.com/2019/07/04/world/middleeast/iran-zarif-interview.html,2,2,10,23
417,https://www.dawn.com/news/1492036,2,2,10,22
418,https://www.bloomberg.com/view/quicktake/irans-uranium-enrichment,1,1,10,24
419,https://en.mehrnews.com/news/147409/Why-force-Iran-to-go-nuclear-when-there-s-a-peaceful-option,1,1,10,11
420,https://www.wsj.com/articles/squeezed-by-u-s-sanctions-iran-shifts-from-patience-to-confrontation-11562270731,1,1,10,9
421,https://www.nytimes.com/2019/07/08/opinion/iran-trump.html,0,0,10,17
422,https://www.bbc.com/news/world-middle-east-48900432,0,0,10,25
423,https://beta.theglobeandmail.com/world/article-iran-passes-uranium-enrichment-cap-set-in-2015-nuclear-deal-official/,0,0,10,20
424,https://www.wsj.com/articles/three-iranian-vessels-tried-to-block-u-k-ship-from-passing-through-strait-of-hormuz-11562822874,0,0,10,21
425,https://www.politico.eu/article/us-vaping-illness-death-toll-rises-fear-reversals-anti-smoking-campaigns/,71,62,19,5
426,http://www.theguardian.com/society/2019/sep/08/vaping-debate-rages-in-australia-as-critics-accuse-government-of-smokescreenback-in-australian-spotlight-but-critics-say-a-smokescreen-surrounds-its-dangers,33,32,19,1
427,https://reason.com/2019/09/11/michael-bloombergs-anti-vaping-crusade-is-objectively-pro-tobacco/,13,12,19,4
428,https://www.washingtonexaminer.com/policy/healthcare/rise-of-deadly-mysterious-lung-illness-bolsters-calls-for-banning-or-strictly-regulating-e-cigarettes,13,11,19,3
429,https://www.washingtonpost.com/health/2019/09/05/contaminant-found-vaping-products-linked-deadly-lung-illnesses-state-federal-labs-show/,11,11,19,12
430,https://qz.com/1705408/is-it-safe-to-vape/,8,6,19,22
431,https://www.cnet.com/news/a-timeline-of-recent-juul-and-vaping-health-controversies-update/,7,7,19,13
432,https://www.huffpost.com/entry/everything-we-know-about-vaping-dangers_n_5d6ff0dee4b011080458e37e,7,6,19,18
433,https://www.washingtonpost.com/technology/2019/09/04/how-two-stanford-grads-aimed-big-tech-glory-got-big-tobacco-instead/,6,6,19,17
434,https://fortune.com/2019/09/12/vaping-public-health-challenge/,5,5,19,2
435,https://www.vox.com/2019/9/12/20862168/vaping-lung-illness-fda-flavors,4,4,19,8
436,https://www.washingtonpost.com/technology/2019/09/12/watched-by-millions-vape-influencers-worry-they-will-become-collateral-damage-trumps-new-ban/,4,4,19,14
437,https://www.marketbeat.com/articles/e-cigarette-maker-juul-facing-mounting-scrutiny-by-state-ags-2019-08-30/,4,4,19,7
438,https://www.rollingstone.com/culture/culture-features/vaping-honey-cut-mystery-thickener-vitamin-e-acetate-vapes-881896/,3,2,19,10
439,https://www.salon.com/2019/09/08/as-teen-vaping-reaches-epidemic-proportions-experts-worry-over-future-social-costs/,3,3,19,9
440,https://www.washingtonpost.com/health/2019/09/06/lung-illness-tied-vaping-has-killed-third-person-may-be-new-worrisome-disease-officials-say/,3,3,19,6
441,https://www.lamag.com/citythinkblog/is-vaping-safe-vape-lung-illness/,2,2,19,16
442,https://www.rollingstone.com/culture/culture-news/michigan-bans-flavored-ecigarettes-879922/,2,2,19,11
443,https://www.ft.com/content/05bd6640-d4ea-11e9-8367-807ebd53ab77,2,2,19,25
444,https://phys.org/news/2019-09-haze-smoke-free-tobacco-products.html,2,2,19,20
445,https://www.rollingstone.com/culture/culture-news/weed-vaping-crisis-andrew-cuomo-new-york-medical-marijuana-882715/,1,1,19,23
446,https://www.straitstimes.com/world/united-states/michigan-to-become-first-state-to-ban-flavoured-e-cigarettes,1,1,19,21
447,https://www.bloomberg.com/news/articles/2019-09-11/trump-to-hold-meeting-on-vaping-after-reports-of-u-s-illness,1,1,19,24
448,https://observer.com/2019/09/with-dangerous-vapes-and-killer-pills-why-is-the-surgeon-general-worried-about-weed/,1,1,19,19
449,https://www.nytimes.com/2019/09/05/opinion/michigan-vape-ban.html,0,0,19,15
450,https://www.motherjones.com/media/2019/08/this-shithole-made-me-4-very-online-writers-on-how-the-internet-broke-our-brains-and-how-we-can-unbreak-them/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+motherjones%2Fmain+%28MotherJones.com+Main+Article+Feed%29,88,72,14,2
451,https://www.irishtimes.com/news/consumer/so-called-influencers-how-much-influence-do-they-actually-have-1.3966158,85,76,14,1
452,https://www.theatlantic.com/technology/archive/2019/07/famous-birthdays-wikipedia-gen-z/594682/,46,42,14,5
453,https://www.vox.com/2019/7/29/8930147/peppa-pig-lgbtq-icon-my-first-album-meme-explained,41,36,14,4
454,https://www.theverge.com/interface/2019/8/7/20757855/tiktok-growth-monetization-influencers-regulation,30,28,14,6
455,https://www.forbes.com/sites/gracechung/2019/07/09/south-koreas-richest-2019-self-made-billionaire-behind-jellyfish-and-snail-masks-sees-profits-surge-3000/,19,18,14,3
456,https://www.theatlantic.com/technology/archive/2019/07/tiktok-stars-are-preparing-take-over-internet/593878/,13,12,14,12
457,http://www.theguardian.com/global/2019/jul/14/when-will-i-be-famous-oscar-the-whippets-bid-for-instagram-fame,10,7,14,16
458,https://medium.com/@JKatzaman/shopping-for-influencers-buyer-beware-632ad1b6b2fe,10,10,14,8
459,https://www.cbsnews.com/news/influencer-marketing-fraud-costs-companies-1-3-billion/,9,8,14,25
460,https://www.forbes.com/sites/forbesbostoncouncil/2019/08/05/internal-marketing-what-it-means-and-why-its-important/,7,5,14,21
461,https://economictimes.indiatimes.com/jobs/how-influencing-became-a-career/articleshow/70417436.cms,7,7,14,10
462,https://venturebeat.com/2019/07/19/social-media-vanity-metrics-and-the-push-for-quality-over-quantity/,7,7,14,13
463,https://datadrivenperspectives.com/using-instagram-to-seize-the-means-of-production-96c4f0667464,6,6,14,17
464,https://www.newstatesman.com/science-tech/social-media/2019/07/renovation-porn-how-housing-crisis-driving-new-boom-influencer,6,6,14,11
465,https://www.adweek.com/brand-marketing/3-things-brands-should-consider-ahead-of-every-influencer-partnership/,5,3,14,19
466,https://www.wsj.com/articles/should-instagram-get-rid-of-likes-11564071289,4,3,14,9
467,https://www.financialexpress.com/industry/how-marketers-are-tapping-influencers-on-tiktok/1651713/,4,4,14,7
468,https://www.zdnet.com/article/tiktok-scrambles-to-save-india-campaign-in-wake-of-accusations-of-hosting-pornographers-and-sexual-predators/,3,2,14,22
469,https://www.aspistrategist.org.au/the-clocks-ticking-for-regulators-on-tiktok/?utm_campaign=The%20Interface&utm_medium=email&utm_source=Revue%20newsletter,3,3,14,24
470,https://www.ft.com/content/3510eaf0-a3af-11e9-974c-ad1c6ab5efd1,2,2,14,20
471,https://techcrunch.com/2019/07/22/what-vidcon-means-for-the-future-of-social-media-platforms/,2,2,14,14
472,https://qz.com/quartzy/1666740/seed-launches-a-university-for-instagram-influencers/,2,2,14,15
473,https://economictimes.indiatimes.com/tech/internet/influencers-score-as-brands-step-up-social-media-play/articleshow/70506845.cms,1,1,14,18
474,https://economictimes.indiatimes.com/small-biz/marketing-branding/marketing/on-tiktok-everyones-up-for-a-challenge/articleshow/70459209.cms,1,1,14,23
475,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/how-perfect-storm-21st-century-16966592,156,142,21,1
476,https://thepointsguy.com/news/flight-prices-thomas-cook-airlines/,45,42,21,2
477,https://www.newstatesman.com/politics/economy/2019/09/fall-thomas-cook-reflects-our-waning-love-affair-package-holidays,24,17,21,20
478,http://www.theguardian.com/business/2019/sep/23/squadrons-start-flying-150000-thomas-cook-customers-back-to-uk,14,14,21,7
