index,EUID,Thème,Clicks
1749,c8df25a9da,Tech,1
1750,67edf8914d,Tech,1
1751,67edf8914d,Tech,1
1752,67edf8914d,Tech,1
1753,67edf8914d,Tech,1
1754,67edf8914d,Tech,1
1755,67edf8914d,Tech,1
1756,67edf8914d,Tech,1
1757,02ac881c57,Tech,1
1758,7b24c303cb,Tech,1
1759,7b24c303cb,Tech,1
1760,979e52d95f,Tech,1
1761,8f11d3b2e9,Tech,1
1762,8be34df57b,Tech,1
1763,b08f4d2271,Tech,1
1764,8de97d0421,Tech,1
1765,8ab428488b,Tech,1
1766,88f8f17d42,Tech,1
1767,5a24928be0,Tech,1
1768,b411d6f2ad,Tech,1
1769,641b2d95be,Tech,1
1770,015ffe4ceb,Tech,1
1771,ddeb223a73,Tech,1
1772,76248bb619,Tech,1
1773,79929b025b,Tech,1
1774,79929b025b,Tech,1
1775,79929b025b,Tech,1
1776,79929b025b,Tech,1
1777,79929b025b,Tech,1
1778,79929b025b,Tech,1
1779,79929b025b,Tech,1
1780,79929b025b,Tech,1
1781,6bcfc6f516,Tech,1
1782,bbe125b40e,Tech,1
1783,ab9913b221,Tech,1
1784,aee8b59814,Tech,1
1785,aee8b59814,Tech,1
1786,a752d15fca,Tech,1
1787,e9430b886d,Tech,1
1788,e9430b886d,Tech,1
1789,e9430b886d,Tech,1
1790,417c3635ba,Tech,1
1791,ab31bf406e,Tech,1
1792,d70a71eee2,Tech,1
1793,37f6f3693f,Tech,1
1794,30054747d7,Tech,1
1795,30054747d7,Tech,1
1796,30054747d7,Tech,1
1797,80777999e0,Tech,1
1798,1bd2971f1c,Tech,1
1799,cb45c4a106,Tech,3
1800,22ef6305a6,Tech,1
1801,89dbfceacf,Tech,1
1802,89dbfceacf,Tech,1
1803,89dbfceacf,Tech,1
1804,0f70745966,Tech,1
1805,5786f8603c,Tech,1
1806,dc37e2cb56,Tech,1
1807,9a1a88b8cb,Tech,1
1808,5c4de2bdf6,Tech,1
1809,b84ae5bed8,Tech,1
1810,b84ae5bed8,Tech,2
1811,b84ae5bed8,Tech,1
1812,aabb1ad2aa,Tech,1
1813,12e27ac24b,Tech,1
1814,12e27ac24b,Tech,1
1815,12e27ac24b,Tech,1
1816,12e27ac24b,Tech,1
1817,12e27ac24b,Tech,2
1818,12e27ac24b,Tech,2
1819,12e27ac24b,Tech,1
1820,12e27ac24b,Tech,1
1821,12e27ac24b,Tech,1
1822,12e27ac24b,Tech,1
1823,12e27ac24b,Tech,1
1824,12e27ac24b,Tech,1
1825,12e27ac24b,Tech,1
1826,12e27ac24b,Tech,2
1827,12e27ac24b,Tech,1
1828,12e27ac24b,Tech,1
1829,12baa30f35,Tech,1
1830,12baa30f35,Tech,1
1831,12baa30f35,Tech,2
1832,12baa30f35,Tech,2
1833,12baa30f35,Tech,1
1834,12baa30f35,Tech,1
1835,12baa30f35,Tech,1
1836,12baa30f35,Tech,1
1837,12baa30f35,Tech,3
1838,12baa30f35,Tech,1
1839,12baa30f35,Tech,1
1840,5f257fa8c9,Tech,1
1841,1c972bacff,Tech,1
1842,1c972bacff,Tech,1
1843,1c972bacff,Tech,1
1844,f3b20d0f6b,Tech,1
1845,75208aebfa,Tech,2
1846,0c117559f1,Tech,1
1847,861674b6a2,Tech,1
1848,861674b6a2,Tech,1
1849,861674b6a2,Tech,1
1850,85346f818d,Tech,1
1851,daee97467e,Tech,1
1852,7b7a2f5e88,Tech,4
1853,324e7f02ba,Tech,1
1854,fc1043b5a9,Tech,1
1855,134ab946f2,Tech,3
1856,8042946148,Tech,1
1857,8042946148,Tech,1
1858,13eb9ac2ec,Tech,1
1859,13eb9ac2ec,Tech,1
1860,13eb9ac2ec,Tech,1
1861,13eb9ac2ec,Tech,1
1862,13eb9ac2ec,Tech,1
1863,13eb9ac2ec,Tech,2
1864,9753267014,Tech,1
1865,ebac8ad24c,Tech,1
1866,ebac8ad24c,Tech,1
1867,9828890fd4,Tech,1
1868,467ceb0653,Tech,1
1869,5879860d79,Tech,1
1870,5879860d79,Tech,1
1871,a76ecf1358,Tech,2
1872,99c1c2e177,Tech,1
1873,99c1c2e177,Tech,1
1874,99c1c2e177,Tech,1
1875,99c1c2e177,Tech,1
1876,99c1c2e177,Tech,1
1877,99c1c2e177,Tech,1
1878,059aaa0aa4,Tech,1
1879,c7515471d4,Tech,1
1880,c7515471d4,Tech,1
1881,c7515471d4,Tech,2
1882,a39cfbbaad,Tech,2
1883,b0beeb344d,Tech,1
1884,3f65ac06fa,Tech,2
1885,cb9da3ee3d,Tech,1
1886,cb9da3ee3d,Tech,1
1887,ee971bd231,Tech,1
1888,64236351bf,Tech,2
1889,d5bbf15d93,Tech,1
1890,85f85d4de9,Tech,1
1891,e408635eb3,Tech,1
1892,e408635eb3,Tech,1
1893,57d78490d2,Tech,1
1894,57d78490d2,Tech,1
1895,57d78490d2,Tech,1
1896,57d78490d2,Tech,1
1897,2672a94e2f,Tech,1
1898,5c91ef112b,Tech,1
1899,7b07749d28,Tech,1
1900,7b07749d28,Tech,1
1901,7b07749d28,Tech,1
1902,7b07749d28,Tech,1
1903,46310783d7,Tech,1
1904,46310783d7,Tech,1
1905,29762208a4,Tech,1
1906,29762208a4,Tech,1
1907,10784f8fe0,Tech,1
1908,f7917ffd92,Tech,1
1909,f7917ffd92,Tech,1
1910,6ce8417a4a,Tech,1
1911,3ce6a06b08,Tech,1
1912,3ce6a06b08,Tech,1
1913,3ce6a06b08,Tech,1
1914,b777b43e08,Tech,1
1915,b777b43e08,Tech,1
1916,a6586f6ab8,Tech,2
1917,a6586f6ab8,Tech,2
1918,a6586f6ab8,Tech,2
1919,56946adc93,Tech,1
1920,56946adc93,Tech,1
1921,56946adc93,Tech,1
1922,56946adc93,Tech,1
1923,56946adc93,Tech,1
1924,269a1aedf5,Tech,1
1925,269a1aedf5,Tech,1
1926,b6a523b865,Tech,1
1927,f54e70b106,Tech,1
1928,643156a25c,Tech,1
1929,ea90a7c32d,Tech,1
1930,ea90a7c32d,Tech,1
1931,d9390a439c,Tech,1
1932,eff0b049d4,Tech,1
1933,eff0b049d4,Tech,1
1934,f739f3441f,Tech,1
1935,cbe7d96257,Tech,1
1936,1a40fe14af,Tech,1
1937,1a40fe14af,Tech,1
1938,2df311d26e,Tech,1
1939,2df311d26e,Tech,1
1940,2df311d26e,Tech,1
1941,706c81d456,Tech,1
1942,706c81d456,Tech,1
1943,706c81d456,Tech,1
1944,706c81d456,Tech,1
1945,cebf93ecd3,Tech,1
1946,cddb72d8ca,Tech,1
1947,4b519aeafc,Tech,1
1948,4b519aeafc,Tech,1
1949,3102001c22,Tech,2
1950,c73f5530b6,Tech,1
1951,44e3549fb8,Tech,1
1952,d010668cab,Tech,1
1953,d010668cab,Tech,1
1954,d010668cab,Tech,1
1955,d010668cab,Tech,1
1956,2601cfe951,Tech,1
1957,d77c62eac1,Tech,1
1958,37820983c3,Tech,1
1959,0ccbd158f5,Social Network,1
1960,5e4de5aa48,Social Network,2
1961,5e4de5aa48,Social Network,1
1962,5e4de5aa48,Social Network,1
1963,e72a6a476a,Social Network,1
1964,e72a6a476a,Social Network,1
1965,67edf8914d,Social Network,1
1966,305b82ad67,Social Network,1
1967,305b82ad67,Social Network,1
1968,d7c3c74178,Social Network,1
1969,8aea4e0b68,Social Network,1
1970,8aea4e0b68,Social Network,1
1971,8aea4e0b68,Social Network,1
1972,8aea4e0b68,Social Network,1
1973,8aea4e0b68,Social Network,1
1974,b08f4d2271,Social Network,1
1975,88f8f17d42,Social Network,1
1976,88f8f17d42,Social Network,1
1977,47a665eec4,Social Network,1
1978,9c56e21ac3,Social Network,1
1979,c288e85237,Social Network,1
1980,79929b025b,Social Network,1
1981,79929b025b,Social Network,1
1982,79929b025b,Social Network,1
1983,d892862315,Social Network,1
1984,93fa864f0f,Social Network,1
1985,7c178457c9,Social Network,1
1986,a752d15fca,Social Network,1
1987,b65c6c0043,Social Network,1
1988,b65c6c0043,Social Network,1
1989,799bacb5f3,Social Network,1
1990,799bacb5f3,Social Network,1
1991,7c83da8a2d,Social Network,1
1992,30054747d7,Social Network,1
1993,30054747d7,Social Network,1
1994,30054747d7,Social Network,1
1995,c3b602efdf,Social Network,1
1996,c3b602efdf,Social Network,1
1997,8f8ec7a2c4,Social Network,1
1998,eb641fa354,Social Network,1
1999,22ef6305a6,Social Network,1
2000,22ef6305a6,Social Network,1
2001,22ef6305a6,Social Network,1
2002,67edd2cddb,Social Network,2
2003,d7a1b92e77,Social Network,1
2004,aabb1ad2aa,Social Network,1
2005,89e434abbc,Social Network,1
2006,12e27ac24b,Social Network,1
2007,12e27ac24b,Social Network,1
2008,12e27ac24b,Social Network,1
2009,12e27ac24b,Social Network,1
2010,12e27ac24b,Social Network,1
2011,12e27ac24b,Social Network,1
2012,12e27ac24b,Social Network,1
2013,12e27ac24b,Social Network,1
2014,12e27ac24b,Social Network,1
2015,1c972bacff,Social Network,1
2016,1c972bacff,Social Network,1
2017,54073c7ef7,Social Network,1
2018,bba6e90864,Social Network,1
2019,408d1ff81c,Social Network,1
2020,acde8364de,Social Network,1
2021,6c1e05aac1,Social Network,1
2022,37d693f797,Social Network,1
2023,c47ef630af,Social Network,1
2024,c47ef630af,Social Network,1
2025,a39cfbbaad,Social Network,2
2026,ddb791466b,Social Network,1
2027,ce5e51d606,Social Network,1
2028,ceb8930f69,Social Network,1
2029,57d78490d2,Social Network,1
2030,7b07749d28,Social Network,1
2031,7b07749d28,Social Network,1
2032,7b07749d28,Social Network,1
2033,7b07749d28,Social Network,1
2034,ac18d78a5c,Social Network,1
2035,cbfdff4b48,Social Network,1
2036,efe5262311,Social Network,1
2037,6d37b48a64,Social Network,1
2038,6d37b48a64,Social Network,1
2039,a6586f6ab8,Social Network,2
2040,a6586f6ab8,Social Network,2
2041,56946adc93,Social Network,1
2042,56946adc93,Social Network,1
2043,56946adc93,Social Network,1
2044,9f38ba8899,Social Network,1
2045,f739f3441f,Social Network,1
2046,f739f3441f,Social Network,1
2047,f739f3441f,Social Network,1
2048,cbe7d96257,Social Network,1
2049,6c17eb1df2,Social Network,1
2050,cddb72d8ca,Social Network,1
2051,cddb72d8ca,Social Network,1
2052,19201d6629,Social Network,1
2053,bb629cdc71,Social Network,1
2054,c73f5530b6,Social Network,1
2055,d010668cab,Social Network,1
2056,d010668cab,Social Network,1
2057,d010668cab,Social Network,1
2058,f2f3552977,Social Network,1
2059,f35b1fcb03,Tech,1
2060,89a03c34ba,Tech,1
2061,9248e39983,Tech,1
2062,9248e39983,Tech,1
2063,9248e39983,Tech,1
2064,9248e39983,Tech,1
2065,9248e39983,Tech,1
2066,9248e39983,Tech,1
2067,9248e39983,Tech,1
2068,9248e39983,Tech,1
2069,9248e39983,Tech,1
2070,9248e39983,Tech,1
2071,9248e39983,Tech,1
2072,9248e39983,Tech,1
2073,72a3893e55,Tech,3
2074,026df4a57e,Tech,1
2075,633040c0a2,Tech,1
2076,383499b1a0,Tech,1
2077,8e2d1e82ea,Tech,1
2078,b907f57f4b,Tech,1
2079,67c5f957fe,Tech,1
2080,67c5f957fe,Tech,1
2081,dfc1953229,Tech,2
2082,d3cd080885,Tech,2
2083,e9ffeca168,Tech,1
2084,7bcd9f9ab6,Tech,1
2085,7a51214d1b,Tech,1
2086,7b24c303cb,Tech,1
2087,7b24c303cb,Tech,1
2088,a8f4e79d5f,Tech,2
2089,bf7078a4ff,Tech,1
2090,8ab428488b,Tech,1
2091,8ab428488b,Tech,1
2092,8ab428488b,Tech,1
2093,88f8f17d42,Tech,1
2094,dd8e27affe,Tech,1
2095,47a665eec4,Tech,1
2096,47a665eec4,Tech,1
2097,43dda67b17,Tech,1
2098,43dda67b17,Tech,1
2099,43dda67b17,Tech,1
2100,43dda67b17,Tech,1
2101,43dda67b17,Tech,1
2102,94e996a43c,Tech,1
2103,a4b88fe844,Tech,1
2104,a4b88fe844,Tech,2
2105,eef399bdfc,Tech,1
2106,eef399bdfc,Tech,1
2107,eab800a3a2,Tech,1
2108,641b2d95be,Tech,1
2109,641b2d95be,Tech,1
2110,641b2d95be,Tech,1
2111,641b2d95be,Tech,1
2112,479c80762d,Tech,1
2113,479c80762d,Tech,1
2114,76248bb619,Tech,1
2115,8574d61844,Tech,1
2116,79929b025b,Tech,1
2117,ce65e699fe,Tech,1
2118,ab9913b221,Tech,1
2119,ab9913b221,Tech,1
2120,ab9913b221,Tech,1
2121,ab9913b221,Tech,1
2122,ab9913b221,Tech,1
2123,ab9913b221,Tech,1
2124,945efd0e3b,Tech,1
2125,4f34036cfe,Tech,1
2126,b65c6c0043,Tech,1
2127,4eb5a381d7,Tech,1
2128,4eb5a381d7,Tech,1
2129,4eb5a381d7,Tech,1
2130,4eb5a381d7,Tech,1
2131,4eb5a381d7,Tech,2
2132,63fd0372ad,Tech,1
2133,417c3635ba,Tech,1
2134,417c3635ba,Tech,1
2135,829d3ca9dd,Tech,1
2136,4461f66515,Tech,1
2137,4461f66515,Tech,1
2138,4461f66515,Tech,1
2139,30054747d7,Tech,1
2140,30054747d7,Tech,1
2141,c3b602efdf,Tech,1
2142,7a55bfcaf9,Tech,1
2143,22ef6305a6,Tech,1
2144,22ef6305a6,Tech,1
2145,22ef6305a6,Tech,1
2146,5786f8603c,Tech,1
2147,7acb9d15d1,Tech,1
2148,dc37e2cb56,Tech,1
2149,9a1a88b8cb,Tech,1
2150,5c4de2bdf6,Tech,1
2151,34ac83fb5c,Tech,1
2152,34ac83fb5c,Tech,1
2153,34ac83fb5c,Tech,1
2154,6c149db795,Tech,2
2155,6c149db795,Tech,2
2156,48bb24dc0c,Tech,1
2157,48bb24dc0c,Tech,1
2158,aabb1ad2aa,Tech,1
2159,89e434abbc,Tech,1
2160,ab8dd7f736,Tech,1
2161,b3a90d3f17,Tech,1
2162,786ba66db3,Tech,1
2163,75208aebfa,Tech,2
2164,5b6c17e94c,Tech,1
2165,9259cead5b,Tech,1
2166,9259cead5b,Tech,1
2167,83a330f59d,Tech,1
2168,d772aaace2,Tech,1
2169,408d1ff81c,Tech,1
2170,9af625ebb9,Tech,1
2171,ebac8ad24c,Tech,1
2172,acde8364de,Tech,1
2173,32d6427ffe,Tech,1
2174,32d6427ffe,Tech,1
2175,e3ce0ed388,Tech,1
2176,ebc64d28c8,Tech,1
2177,c47ef630af,Tech,1
2178,3c3a197392,Tech,1
2179,23952207ec,Tech,1
2180,39f03ac7fb,Tech,1
2181,226f8315e8,Tech,1
2182,8a9f2206fe,Tech,1
2183,94358c04dc,Tech,1
2184,c91190fbfa,Tech,1
2185,ccacb654cb,Tech,1
2186,7b07749d28,Tech,1
2187,7b07749d28,Tech,1
2188,7b07749d28,Tech,1
2189,46310783d7,Tech,1
2190,46310783d7,Tech,1
2191,48946e7f32,Tech,1
2192,02206b1430,Tech,2
2193,2babfa23e1,Tech,1
2194,2babfa23e1,Tech,1
2195,2babfa23e1,Tech,1
2196,2babfa23e1,Tech,1
2197,17f40e816a,Tech,1
2198,289361c0a2,Tech,1
2199,f35fdac551,Tech,1
2200,6f62567bcf,Tech,1
2201,bfd8c105b9,Tech,1
2202,d352540554,Tech,1
2203,d352540554,Tech,1
2204,4877c9db17,Tech,1
2205,4877c9db17,Tech,1
2206,a6586f6ab8,Tech,2
2207,d04fb4ca99,Tech,1
2208,2b802054c3,Tech,1
2209,9ef1c4f440,Tech,1
2210,9ef1c4f440,Tech,1
2211,9ef1c4f440,Tech,1
2212,9f38ba8899,Tech,1
2213,e3038087ef,Tech,1
2214,e3038087ef,Tech,1
2215,0c044b3585,Tech,1
2216,dc2631ad18,Tech,1
2217,dc2631ad18,Tech,1
2218,ff57df88f7,Tech,1
2219,992421f1a8,Tech,1
2220,33e6c6aae1,Tech,1
2221,8d063a83a5,Tech,1
2222,fc4eaa9309,Tech,3
2223,fc4eaa9309,Tech,3
2224,905f60450d,Tech,1
2225,905f60450d,Tech,1
2226,232a37e453,Tech,1
2227,f739f3441f,Tech,1
2228,f739f3441f,Tech,1
2229,cbe7d96257,Tech,1
2230,cbe7d96257,Tech,1
2231,cbe7d96257,Tech,1
2232,cbe7d96257,Tech,2
2233,cbe7d96257,Tech,2
2234,706c81d456,Tech,1
2235,706c81d456,Tech,1
2236,23d74299a0,Tech,1
2237,cee309c086,Tech,1
2238,af1e44e801,Tech,1
2239,c73f5530b6,Tech,1
2240,c73f5530b6,Tech,1
2241,6e369d5af0,Tech,1
2242,d010668cab,Tech,1
2243,d010668cab,Tech,1
2244,d010668cab,Tech,1
2245,d221bbd934,Tech,1
2246,3224377bc4,Tech,1
2247,a9faf13788,Tech,1
2248,f2f3552977,Tech,2
2249,a8a7377e03,Tech,1
2250,a8a7377e03,Tech,1
2251,a8a7377e03,Tech,1
2252,46228625c7,Politics,1
2253,fc6e6c55b2,Politics,1
2254,9bc060ac62,Politics,1
2255,18fe55c20d,Politics,1
2256,18fe55c20d,Politics,1
2257,18fe55c20d,Politics,1
2258,a8860589a4,Politics,1
2259,9248e39983,Politics,1
2260,9248e39983,Politics,1
2261,9248e39983,Politics,1
2262,9248e39983,Politics,1
2263,ae8639c3c7,Politics,1
2264,3e5db824d3,Politics,1
2265,6b40885c6f,Politics,1
2266,5e4de5aa48,Politics,1
2267,cd0ad046ab,Politics,1
2268,5b6545e487,Politics,1
2269,201063c6b6,Politics,1
2270,7a51214d1b,Politics,1
2271,ef99b04f4f,Politics,1
2272,67edf8914d,Politics,1
2273,67edf8914d,Politics,1
2274,67edf8914d,Politics,1
2275,9258422b64,Politics,1
2276,1c6ce8f0f7,Politics,1
2277,1c6ce8f0f7,Politics,1
2278,11d22e47d1,Politics,1
2279,8aea4e0b68,Politics,1
2280,8f11d3b2e9,Politics,1
2281,8f11d3b2e9,Politics,1
2282,7dc6b7b95f,Politics,1
2283,b08f4d2271,Politics,1
2284,b08f4d2271,Politics,3
2285,b147fafa3f,Politics,1
2286,eb99cff383,Politics,1
2287,846e8946cc,Politics,1
2288,1f16381eb5,Politics,1
2289,1f16381eb5,Politics,1
2290,ee37360bec,Politics,1
2291,367638b394,Politics,1
2292,479c80762d,Politics,1
2293,479c80762d,Politics,1
2294,479c80762d,Politics,1
2295,479c80762d,Politics,1
2296,c8d1589b39,Politics,1
2297,150de6a794,Politics,1
2298,a752d15fca,Politics,1
2299,a752d15fca,Politics,1
2300,4eb5a381d7,Politics,1
2301,44a575621e,Politics,1
2302,44a575621e,Politics,1
2303,44a575621e,Politics,1
2304,be83ac7181,Politics,1
2305,829d3ca9dd,Politics,1
2306,c4f9a933dd,Politics,1
2307,99938878b1,Politics,1
2308,30054747d7,Politics,1
2309,30054747d7,Politics,1
2310,30054747d7,Politics,1
2311,2235393167,Politics,1
2312,180e7807ce,Politics,1
2313,180e7807ce,Politics,1
2314,b53cc551ec,Politics,1
2315,8745febbd6,Politics,1
2316,cb45c4a106,Politics,2
2317,f5662948b5,Politics,1
2318,f5662948b5,Politics,1
2319,2cd262445b,Politics,1
2320,2cd262445b,Politics,1
2321,9d3ff778be,Politics,2
2322,9d3ff778be,Politics,2
2323,5c4de2bdf6,Politics,1
2324,7aabd9dcbd,Politics,1
2325,d7a1b92e77,Politics,1
2326,d7a1b92e77,Politics,2
2327,84eb5b0fd5,Politics,1
2328,34ac83fb5c,Politics,1
2329,34ac83fb5c,Politics,1
2330,34ac83fb5c,Politics,1
2331,b3e9f8246c,Politics,1
2332,aabb1ad2aa,Politics,1
2333,1c972bacff,Politics,1
2334,1c972bacff,Politics,2
2335,1c972bacff,Politics,1
2336,b3a90d3f17,Politics,1
2337,f3b20d0f6b,Politics,1
2338,54073c7ef7,Politics,1
2339,1fb14b8692,Politics,1
2340,cba2e8760d,Politics,1
2341,408d1ff81c,Politics,1
2342,daee97467e,Politics,1
2343,0b4c71eae3,Politics,1
2344,e3194ada29,Politics,1
2345,764b4f2044,Politics,1
2346,872167c11b,Politics,1
2347,872167c11b,Politics,1
2348,32d6427ffe,Politics,1
2349,59ad82400b,Politics,1
2350,59ad82400b,Politics,1
2351,59ad82400b,Politics,1
2352,59ad82400b,Politics,1
2353,59ad82400b,Politics,1
2354,59ad82400b,Politics,1
2355,59ad82400b,Politics,1
2356,59ad82400b,Politics,1
2357,59ad82400b,Politics,1
2358,59ad82400b,Politics,1
2359,59ad82400b,Politics,1
2360,59ad82400b,Politics,1
2361,59ad82400b,Politics,1
2362,59ad82400b,Politics,1
2363,59ad82400b,Politics,1
2364,59ad82400b,Politics,1
2365,59ad82400b,Politics,1
2366,59ad82400b,Politics,1
2367,59ad82400b,Politics,1
2368,59ad82400b,Politics,1
2369,59ad82400b,Politics,1
2370,59ad82400b,Politics,1
2371,59ad82400b,Politics,1
2372,59ad82400b,Politics,1
2373,59ad82400b,Politics,1
2374,c238cbab68,Politics,1
2375,c238cbab68,Politics,1
2376,8a843dc3f6,Politics,1
2377,a76ecf1358,Politics,2
2378,a76ecf1358,Politics,2
2379,96b50d2415,Politics,1
2380,1de0a165ea,Politics,1
2381,1de0a165ea,Politics,1
2382,b56171a301,Politics,1
2383,9f5f92c668,Politics,2
2384,f29f84ea87,Politics,1
2385,39f03ac7fb,Politics,1
2386,e7ca590929,Politics,1
2387,79ec935fba,Politics,1
2388,79ec935fba,Politics,1
2389,c91190fbfa,Politics,1
2390,7b07749d28,Politics,1
2391,46310783d7,Politics,1
2392,46310783d7,Politics,1
2393,5f259e2d4d,Politics,1
2394,29762208a4,Politics,1
2395,efe5262311,Politics,1
2396,17f40e816a,Politics,1
2397,500e23a2cd,Politics,1
2398,500e23a2cd,Politics,1
2399,73c5ca1ae0,Politics,1
2400,f76a66fec5,Politics,2
2401,22afb387e6,Politics,1
2402,22afb387e6,Politics,1
2403,3ce6a06b08,Politics,1
2404,d14746a209,Politics,2
2405,d14746a209,Politics,2
2406,4877c9db17,Politics,1
2407,a6586f6ab8,Politics,2
2408,a6586f6ab8,Politics,2
2409,56946adc93,Politics,1
2410,9ef1c4f440,Politics,1
2411,d33165aa8a,Politics,1
2412,9f38ba8899,Politics,1
2413,9f38ba8899,Politics,1
2414,9f38ba8899,Politics,1
2415,9f38ba8899,Politics,1
2416,77f1e65c9f,Politics,1
2417,269a1aedf5,Politics,1
2418,e3038087ef,Politics,1
2419,87c4bbcdf7,Politics,1
2420,21366f07e2,Politics,1
2421,905f60450d,Politics,1
2422,905f60450d,Politics,1
2423,e5d7a69353,Politics,1
2424,e04b22d6a5,Politics,1
2425,96919efa9a,Politics,1
2426,cbe7d96257,Politics,1
2427,f40a365313,Politics,1
2428,4132a5af13,Politics,1
2429,aed13a0f16,Politics,1
2430,e8260889a0,Politics,3
2431,3d0a8a6c7e,Politics,1
2432,3d0a8a6c7e,Politics,1
2433,3d0a8a6c7e,Politics,1
2434,44e3549fb8,Politics,1
2435,44e3549fb8,Politics,1
2436,44e3549fb8,Politics,1
2437,24cbdbd84b,Politics,1
2438,3bcdc8f0a3,Politics,1
2439,a9faf13788,Politics,1
2440,3ec2ce7099,Politics,1
2441,72588b0ed5,Tech,1
2442,ff4bc76bbe,Tech,1
2443,ff4bc76bbe,Tech,1
2444,ff4bc76bbe,Tech,1
2445,ff4bc76bbe,Tech,1
2446,ef7db95b17,Tech,1
2447,b7cad70b50,Tech,1
2448,12d7ff5cc6,Tech,1
2449,a8860589a4,Tech,1
2450,72a3893e55,Tech,3
2451,dad6dd4c88,Tech,1
2452,03377aa74b,Tech,1
2453,942200c92e,Tech,1
2454,7a2d3a9f5f,Tech,1
2455,383499b1a0,Tech,1
2456,4e22e75d72,Tech,1
2457,e0fdc1b6e6,Tech,1
2458,70ce51a470,Tech,1
2459,0f8dcd9071,Tech,1
2460,0f8dcd9071,Tech,1
2461,0f8dcd9071,Tech,1
2462,0f8dcd9071,Tech,1
2463,0f8dcd9071,Tech,1
2464,087d8d1e21,Tech,1
2465,f5c026baee,Tech,1
2466,f5c026baee,Tech,1
2467,4950ad932b,Tech,1
2468,9143e27584,Tech,2
2469,4d25229182,Tech,1
2470,1c38c2499f,Tech,1
2471,1b92a1b2a5,Tech,1
2472,1b92a1b2a5,Tech,1
2473,6afa938d00,Tech,1
2474,6180fef4e5,Tech,1
2475,6192631e23,Tech,1
2476,3cf97b483e,Tech,2
2477,3cf97b483e,Tech,2
2478,3cf97b483e,Tech,2
2479,5b6545e487,Tech,1
2480,201063c6b6,Tech,1
2481,201063c6b6,Tech,1
2482,3e11378e7e,Tech,1
2483,3e11378e7e,Tech,1
2484,45c0fef05f,Tech,1
2485,70e8891acf,Tech,1
2486,bfa62e3c59,Tech,1
2487,03b76d5d06,Tech,1
2488,303078f4d8,Tech,3
2489,c5069bf78a,Tech,1
2490,c5069bf78a,Tech,1
2491,c5069bf78a,Tech,1
2492,c5069bf78a,Tech,2
2493,de696582a6,Tech,1
2494,67edf8914d,Tech,1
2495,67edf8914d,Tech,1
2496,7b24c303cb,Tech,1
2497,305b82ad67,Tech,1
2498,243469238a,Tech,1
2499,d7c3c74178,Tech,1
2500,d7c3c74178,Tech,1
2501,d7c3c74178,Tech,1
2502,d7c3c74178,Tech,1
2503,d7c3c74178,Tech,1
2504,d7c3c74178,Tech,1
2505,b1d910d7bd,Tech,1
2506,b1d910d7bd,Tech,1
2507,aa76d226f9,Tech,1
2508,8f11d3b2e9,Tech,1
2509,f34a9977fc,Tech,1
2510,8de97d0421,Tech,1
2511,106be70fab,Tech,1
2512,6af3aa5db1,Tech,1
2513,099c962332,Tech,1
2514,099c962332,Tech,1
2515,deb0063ecd,Tech,1
2516,b147fafa3f,Tech,1
2517,47a665eec4,Tech,1
2518,47a665eec4,Tech,2
2519,0a2cdf5ba2,Tech,1
2520,0a2cdf5ba2,Tech,1
2521,226c5fe98a,Tech,1
2522,eb99cff383,Tech,1
2523,cf0d108426,Tech,1
2524,846e8946cc,Tech,1
2525,b363224b5b,Tech,1
2526,5d9218ceb1,Tech,1
2527,7a77e17d2a,Tech,1
2528,99740760f9,Tech,1
2529,99740760f9,Tech,1
2530,67be63beb6,Tech,1
2531,8574d61844,Tech,1
2532,bdfdf96549,Tech,1
2533,79929b025b,Tech,1
2534,79929b025b,Tech,1
2535,b38f8d7488,Tech,1
2536,b38f8d7488,Tech,1
2537,2bd309b75a,Tech,1
2538,2bd309b75a,Tech,1
2539,2bd309b75a,Tech,1
2540,0c68b3ec07,Tech,1
2541,150de6a794,Tech,1
2542,150de6a794,Tech,1
2543,150de6a794,Tech,1
2544,9cd309a47c,Tech,1
2545,6db25988c1,Tech,1
2546,6db25988c1,Tech,1
2547,810ea21db6,Tech,1
2548,945efd0e3b,Tech,1
2549,2ba4d643da,Tech,1
2550,2ba4d643da,Tech,1
2551,b65c6c0043,Tech,1
2552,6944988057,Tech,1
2553,722ba57b57,Tech,2
2554,4eb5a381d7,Tech,1
2555,27053a5843,Tech,2
2556,5b206c31a6,Tech,1
2557,be83ac7181,Tech,1
2558,be83ac7181,Tech,1
2559,be83ac7181,Tech,1
2560,46965f05eb,Tech,1
2561,0a6c20c2de,Tech,1
2562,73bfc38faa,Tech,1
2563,64395ae89b,Tech,1
2564,99938878b1,Tech,1
2565,30054747d7,Tech,1
2566,30054747d7,Tech,1
2567,30054747d7,Tech,1
2568,2235393167,Tech,1
2569,c3b602efdf,Tech,1
2570,20fd235c6f,Tech,1
2571,20fd235c6f,Tech,1
2572,54e8f0df20,Tech,1
2573,8c011d249e,Tech,1
2574,1fd28bef96,Tech,3
2575,4aa2da8475,Tech,1
2576,86ff70135f,Tech,1
2577,525d80e987,Tech,1
2578,f5662948b5,Tech,1
2579,22ef6305a6,Tech,1
2580,22ef6305a6,Tech,1
2581,22ef6305a6,Tech,1
2582,22ef6305a6,Tech,1
2583,22ef6305a6,Tech,1
2584,22ef6305a6,Tech,1
2585,ec98f82a2f,Tech,1
